nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0001250	Charlotte Gainsbourg	1971	\N	actress,soundtrack,writer	tt1937390,tt1527186,tt2382009,tt0870984
nm0001251	Peter Gallagher	1955	\N	actor,soundtrack,writer	tt0120483,tt0105151,tt0362359,tt0169547
nm0001252	Vincent Gallo	1961	\N	actor,soundtrack,director	tt0330099,tt0106307,tt1561768,tt0118789
nm0001253	Mason Gamble	1986	\N	actor	tt0106701,tt0128445,tt0119177,tt0137363
nm0001254	James Gandolfini	1961	2013	actor,producer,soundtrack	tt0236493,tt0141842,tt1764234,tt2390361
nm0001255	Victor Garber	1949	\N	actor,soundtrack,music_department	tt0285333,tt1024648,tt0116313,tt0120338
nm0001256	Greta Garbo	1905	1990	actress,soundtrack	tt0031725,tt0020641,tt0028683,tt0026071
nm0001257	Ava Gardner	1922	1990	actress,soundtrack,stunts	tt0053137,tt0046085,tt0058404,tt0043899
nm0001258	James Garner	1928	2014	actor,producer,soundtrack	tt0057115,tt0071042,tt0186566,tt0332280
nm0001259	Jennie Garth	1972	\N	actress,producer,soundtrack	tt0098749,tt0369910,tt0321018,tt0985692
nm0001260	John Gavin	1931	2018	actor,soundtrack	tt0062362,tt0054331,tt0054215,tt0052296
nm0001261	Rebecca Gayheart	1971	\N	actress,director	tt0120082,tt0155776,tt0146336,tt0119807
nm0001262	Ben Gazzara	1930	2012	actor,director,soundtrack	tt0118715,tt0098206,tt0052561,tt0074749
nm0001263	Jason Gedrick	1965	\N	actor,director,writer	tt0101393,tt0091278,tt0112086,tt0115161
nm0001264	Sarah Michelle Gellar	1977	\N	actress,producer,soundtrack	tt0139134,tt0267913,tt0118276,tt0119345
nm0001265	Susan George	1950	\N	actress,producer,music_department	tt0071424,tt0082332,tt0073349,tt0067800
nm0001266	Gil Gerard	1943	\N	actor,producer,director	tt0075648,tt3799694,tt0098783,tt0077278
nm0001267	Balthazar Getty	1975	\N	actor,producer,music_department	tt0100994,tt0426459,tt0116922,tt0100054
nm0001268	Estelle Getty	1923	2008	actress,soundtrack	tt0093493,tt0088526,tt0164912,tt0105477
nm0001269	Cynthia Gibb	\N	\N	actress,soundtrack	tt0099385,tt0091886,tt0083412,tt0107065
nm0001270	Brian Gibson	1944	2004	director,writer,producer	tt0102167,tt0080469,tt0165592,tt0120679
nm0001271	Melissa Gilbert	1964	\N	actress,director,writer	tt0087631,tt0071007,tt0087630,tt0083115
nm0001272	Annabeth Gish	1971	\N	actress	tt0106179,tt0113987,tt0095690,tt0115639
nm0001273	Lillian Gish	1893	1993	actress,writer,soundtrack	tt0048424,tt0011841,tt0038499,tt0094315
nm0001274	Paul Michael Glaser	1943	\N	actor,producer,director	tt0093894,tt0067093,tt0072567,tt0335438
nm0001275	Philip Glass	1937	\N	composer,soundtrack,music_department	tt0274558,tt0465551,tt0120382,tt0443543
nm0001276	Jackie Gleason	1916	1987	actor,music_department,writer	tt0054997,tt0076729,tt0081529,tt0042114
nm0001277	Scott Glenn	1941	\N	actor,producer,stunts	tt0190865,tt0118548,tt0099810,tt0978764
nm0001278	John Glover	1944	\N	actor,soundtrack,miscellaneous	tt0118688,tt0096061,tt0099700,tt0120784
nm0001279	William Goldman	1931	\N	writer,miscellaneous,producer	tt0116409,tt0064115,tt0074119,tt0093779
nm0001280	Jenette Goldstein	1960	\N	actress	tt0093605,tt0120669,tt0103064,tt0090605
nm0001281	Bobcat Goldthwait	1962	\N	director,actor,writer	tt1912398,tt0096061,tt1262981,tt0102898
nm0001282	Tony Goldwyn	1960	\N	actor,director,writer	tt1082807,tt0472399,tt0325710,tt0099653
nm0001283	Louis Gossett Jr.	1936	\N	actor,producer,soundtrack	tt0075572,tt0089092,tt0084434,tt0085750
nm0001284	Michael Gough	1916	2011	actor	tt0096895,tt0088286,tt0112462,tt0118688
nm0001285	Elliott Gould	1938	\N	actor,producer,soundtrack	tt0496806,tt0066026,tt0120586,tt0240772
nm0001286	Elizabeth Gracen	1961	\N	actress,producer,director	tt0109760,tt2866360,tt0103442,tt0144714
nm0001287	Heather Graham	1970	\N	actress,soundtrack,producer	tt0118749,tt0120681,tt0131325,tt0145660
nm0001288	Kelsey Grammer	1955	\N	producer,actor,soundtrack	tt0376994,tt0106004,tt0083399,tt2109248
nm0001289	Stewart Granger	1913	1993	actor	tt0042646,tt0048087,tt0045125,tt0045053
nm0001290	Richard E. Grant	1957	\N	actor,soundtrack,director	tt0094336,tt0102070,tt0280707,tt0472160
nm0001291	Rupert Graves	1963	\N	actor,writer,director	tt0795368,tt0434409,tt0093512,tt0091867
nm0001292	Erin Gray	1950	\N	actress,talent_agent,producer	tt1053835,tt0077278,tt0107254,tt0080240
nm0001293	Seth Green	1974	\N	actor,music_department,writer	tt5566790,tt0317740,tt0295178,tt0437745
nm0001294	Graham Greene	1904	1991	writer,actor,producer	tt0172396,tt0258068,tt0041959,tt0040338
nm0001295	Graham Greene	1952	\N	actor,soundtrack	tt0099348,tt0120689,tt0284494,tt5362988
nm0001296	Lorne Greene	1915	1987	actor,soundtrack,producer	tt0077215,tt0052451,tt0047494,tt0071455
nm0001297	Joel Grey	1932	\N	actor,soundtrack	tt0089901,tt0068327,tt0168629,tt1024715
nm0001298	Richard Grieco	1965	\N	actor,producer,director	tt0120770,tt0102095,tt2294449,tt0102460
nm0001299	Thomas Ian Griffith	1962	\N	producer,actor,writer	tt0295701,tt0097647,tt0120877,tt0104215
nm0001300	John Grisham	1955	\N	writer,producer,actor	tt0117913,tt0107798,tt0106918,tt0313542
nm0001301	Charles Grodin	1935	\N	actor,writer,soundtrack	tt0081480,tt0074751,tt0095631,tt0106673
nm0001302	Christopher Guest	1948	\N	actor,writer,soundtrack	tt0118111,tt0218839,tt0310281,tt0088258
nm0001303	Carla Gugino	1971	\N	actress,soundtrack,producer	tt2126355,tt0409459,tt3748172,tt0401792
nm0001304	Fred Gwynne	1926	1993	actor,soundtrack,writer	tt0104952,tt0098084,tt0057773,tt0054528
nm0001305	Lukas Haas	1976	\N	actor,soundtrack,music_department	tt0090329,tt1663202,tt1375666,tt0116996
nm0001306	Larry Hagman	1931	2012	actor,producer,director	tt0113987,tt0119942,tt0078346,tt0077000
nm0001307	Stacy Haiduk	1968	\N	actress,producer	tt0106126,tt0455275,tt0094559,tt1320395
nm0001308	Alan Hale Jr.	1921	1990	actor,soundtrack	tt0049848,tt0073043,tt0057751,tt0041514
nm0001309	Anthony Michael Hall	1968	\N	actor,producer,soundtrack	tt4758646,tt2361317,tt1100089,tt0468569
nm0001310	Kevin Peter Hall	1955	1991	actor,soundtrack,miscellaneous	tt0093148,tt0093773,tt0100403,tt0081764
nm0001311	Philip Baker Hall	1931	\N	actor,soundtrack	tt0119256,tt0118749,tt0175880,tt1306980
nm0001312	Geri Horner	1972	\N	soundtrack,actress,miscellaneous	tt1121931,tt0120185,tt0248126,tt0243155
nm0001313	George Hamilton	1939	\N	actor,producer,soundtrack	tt0099674,tt0083366,tt0079489,tt0278823
nm0001314	John Hannah	1962	\N	actor,producer	tt0120616,tt0859163,tt1442449,tt0109831
nm0001315	Marcia Gay Harden	1959	\N	actress	tt0100150,tt0327056,tt0884328,tt0758758
nm0001316	Oliver Hardy	1892	1957	actor,soundtrack,director	tt0023943,tt0024601,tt0022251,tt0032339
nm0001317	Renny Harlin	1959	\N	producer,director,writer	tt2238032,tt0099423,tt0149261,tt0106582
nm0001318	Jean Harlow	1911	1937	actress,soundtrack	tt0027884,tt0023825,tt0023948,tt0026205
nm0001319	Mark Harmon	1951	\N	actor,producer,director	tt0322330,tt0364845,tt0108724,tt0360139
nm0001320	Valerie Harper	1939	\N	actress,soundtrack,writer	tt5342718,tt0071040,tt0065314,tt0071521
nm0001321	Richard Harris	1930	2002	actor,soundtrack,producer	tt0061439,tt0105695,tt0295297,tt0172495
nm0001322	Rex Harrison	1908	1990	actor,soundtrack,producer	tt0056937,tt0058385,tt0061584,tt0039420
nm0001323	Debbie Harry	1945	\N	soundtrack,actress,composer	tt0086541,tt0314412,tt0100740,tt0095270
nm0001324	Ian Hart	1964	\N	actor,writer,miscellaneous	tt0120660,tt0117039,tt0106339,tt0241527
nm0001325	Hal Hartley	1959	\N	director,producer,writer	tt0444628,tt0388973,tt0109093,tt0103130
nm0001326	Josh Hartnett	1978	\N	actor,producer	tt0133751,tt0387877,tt0425210,tt0389722
nm0001327	David Hasselhoff	1952	\N	actor,producer,writer	tt0083437,tt3896198,tt0096542,tt1714203
nm0001328	Howard Hawks	1896	1977	director,writer,producer	tt0045810,tt0040724,tt0037382,tt0053221
nm0001329	Nigel Hawthorne	1929	2001	actor,producer	tt0106697,tt0110428,tt0120772,tt0080306
nm0001330	Sterling Hayden	1916	1986	actor,writer,soundtrack	tt0057012,tt0068646,tt0042208,tt0049406
nm0001331	Todd Haynes	1961	\N	director,writer,producer	tt0102687,tt2402927,tt0368794,tt0297884
nm0001332	Robert Hays	1947	\N	actor,producer,director	tt0426592,tt0107131,tt0083530,tt0080339
nm0001333	Susan Hayward	1917	1975	actress,soundtrack	tt0048191,tt0043455,tt0045333,tt0051758
nm0001334	John Heard	1946	2017	actor,producer,soundtrack	tt0406816,tt0099785,tt0094737,tt0104431
nm0001335	Tippi Hedren	1930	\N	actress,producer	tt0056869,tt0058329,tt0301921,tt0147064
nm0001336	Van Heflin	1908	1971	actor,soundtrack	tt0039725,tt0040876,tt0046303,tt0050086
nm0001337	Katherine Heigl	1978	\N	actress,producer,soundtrack	tt1142988,tt0413573,tt0478311,tt1598828
nm0001338	Brian Helgeland	1961	\N	writer,director,producer	tt0183790,tt0453562,tt0328107,tt0119488
nm0001339	Marg Helgenberger	1958	\N	actress	tt0195685,tt0114508,tt0385267,tt0247082
nm0001340	Katherine Helmond	1929	\N	actress,director	tt0086827,tt0075584,tt0081633,tt0088846
nm0001341	Florence Henderson	1934	2016	actress,soundtrack,producer	tt0112572,tt0075485,tt0063878,tt0102898
nm0001342	Jimi Hendrix	1942	1970	soundtrack,music_department,composer	tt1131729,tt0066580,tt0093507,tt0409459
nm0001343	Carrie Henn	1976	\N	actress	tt4885144,tt1935072,tt0297720,tt0090605
nm0001344	Gregg Henry	1952	\N	actor,soundtrack,music_department	tt0439815,tt2015381,tt0120784,tt1082807
nm0001345	Jim Henson	1936	1990	actor,writer,producer	tt0079588,tt0083791,tt0074028,tt0063951
nm0001346	Edward Herrmann	1943	2014	actor,soundtrack,miscellaneous	tt0093693,tt0083564,tt0138524,tt0093437
nm0001347	Barbara Hershey	1948	\N	actress	tt0947798,tt0095497,tt1591095,tt0331811
nm0001348	Werner Herzog	1942	\N	director,writer,actor	tt0790724,tt0427312,tt0068182,tt0083946
nm0001349	Jennifer Love Hewitt	1979	\N	actress,producer,soundtrack	tt0119345,tt0125022,tt0290095,tt0130018
nm0001350	Benny Hill	1924	1992	soundtrack,writer,actor	tt0059797,tt0064505,tt0063869,tt0062803
nm0001351	George Roy Hill	1921	2002	director,actor,writer	tt0084917,tt0064115,tt0076723,tt0070735
nm0001352	Terence Hill	1939	\N	actor,director,miscellaneous	tt0068154,tt0067355,tt0085454,tt0069697
nm0001353	Walter Hill	1942	\N	producer,writer,director	tt0103644,tt0090605,tt0088194,tt0083511
nm0001354	Ciarán Hinds	1953	\N	actor,soundtrack	tt0293508,tt1596365,tt1340800,tt1201607
nm0001355	Michael Hoffman	1956	\N	director,writer,producer	tt0098356,tt0117247,tt0824758,tt0095916
nm0001356	Hulk Hogan	1953	\N	actor,producer,soundtrack	tt0084602,tt0107612,tt0103003,tt0097987
nm0001357	Paul Hogan	1939	\N	actor,writer,producer	tt0360032,tt0090555,tt0092493,tt0231402
nm0001358	Hal Holbrook	1925	\N	actor,director,writer	tt0080749,tt0074119,tt0758758,tt0443272
nm0001359	Sterling Holloway	1905	1992	actor,soundtrack,miscellaneous	tt0043274,tt0076363,tt0061852,tt0057193
nm0001360	John Holmes	1944	1988	actor,production_manager,assistant_director	tt0147343,tt0125269,tt0128724,tt0124491
nm0001361	Tobe Hooper	1943	2017	director,writer,producer	tt0098375,tt0072271,tt0084516,tt0092076
nm0001362	Bob Hope	1903	2003	actor,soundtrack,producer	tt0079588,tt0032520,tt0045094,tt0035262
nm0001363	Jane Horrocks	1964	\N	actress,soundtrack,writer	tt0121164,tt0100024,tt0100944,tt0147004
nm0001364	Bob Hoskins	1942	2014	actor,soundtrack,director	tt0081070,tt0108255,tt0091538,tt0096438
nm0001365	Whitney Houston	1963	2012	soundtrack,actress,producer	tt0103855,tt1876451,tt0117372,tt0114885
nm0001366	Leslie Howard	1893	1943	actor,producer,soundtrack	tt0030637,tt0025586,tt0034027,tt0031381
nm0001367	C. Thomas Howell	1966	\N	actor,producer,director	tt0948470,tt0091209,tt0086066,tt0083866
nm0001368	Ernie Hudson	1945	\N	actor,producer,soundtrack	tt5542294,tt3609352
nm0001369	Rock Hudson	1925	1985	actor,soundtrack,producer	tt0055100,tt0049261,tt0054759,tt0053172
nm0001370	Finola Hughes	1959	\N	actress,director,producer	tt1758692,tt0056758,tt0065272,tt0086361
nm0001371	Tom Hulce	1953	\N	actor,soundtrack,producer	tt0098067,tt0077975,tt0116583,tt0086879
nm0001372	Bonnie Hunt	1961	\N	producer,writer,actress	tt0320053,tt0122459,tt0120689,tt0113497
nm0001373	Linda Hunt	1945	\N	actress,soundtrack	tt0086617,tt0099938,tt0114148,tt0090022
nm0001374	Jeffrey Hunter	1926	1969	actor,producer,soundtrack	tt0049730,tt0060311,tt0055047,tt0049279
nm0001375	Kim Hunter	1922	2002	actress,soundtrack	tt0065462,tt0063442,tt0067065,tt0044081
nm0001376	Isabelle Huppert	1953	\N	actress,soundtrack,music_department	tt0254686,tt0283832,tt3716530,tt4120176
nm0001377	Olivia Hussey	1951	\N	actress,soundtrack	tt0070337,tt0099864,tt0071222,tt0063518
nm0001378	Anjelica Huston	1951	\N	actress,director,producer	tt0101272,tt0106220,tt0120631,tt0100944
nm0001379	John Huston	1906	1987	actor,director,writer	tt0071315,tt0040506,tt0043265,tt0040897
nm0001380	Jim Hutton	1934	1979	actor	tt0063035,tt0072496,tt0063060,tt0059250
nm0001381	Lauren Hutton	1943	\N	producer,actress,soundtrack	tt0089730,tt0080365,tt0071532,tt0120577
nm0001382	Peter Hyams	1943	\N	director,cinematographer,writer	tt0086837,tt0082869,tt0146675,tt0111438
nm0001383	David Hyde Pierce	1959	\N	actor,soundtrack,writer	tt0106004,tt0309530,tt0120623,tt0243655
nm0001384	Ice-T	1958	\N	actor,soundtrack,producer	tt0114614,tt0203259,tt0111323,tt0102526
nm0001385	Eric Idle	1943	\N	actor,writer,soundtrack	tt0085959,tt0096764,tt0071853,tt0079470
nm0001386	Natalie Imbruglia	1975	\N	actress,soundtrack	tt0139239,tt0245574,tt0775080,tt0274166
nm0001387	Kathy Ireland	1963	\N	actress	tt0107659,tt0102517,tt0092532,tt0105151
nm0001388	Amy Irving	1953	\N	actress,soundtrack,producer	tt0181865,tt0094921,tt1185836,tt0074285
nm0001389	Chris Isaak	1956	\N	soundtrack,actor,composer	tt0100935,tt0102926,tt0120663,tt0105665
nm0001390	Janet Jackson	1966	\N	soundtrack,actress,composer	tt0107840,tt0906108,tt1391137,tt0144528
nm0001391	Michael Jackson	1958	2009	soundtrack,actor,composer	tt0078504,tt0088263,tt0095655,tt1477715
nm0001392	Peter Jackson	1961	\N	producer,director,writer	tt0092610,tt0120737,tt0167260,tt0360717
nm0001393	Irène Jacob	1966	\N	actress	tt0092593,tt0120873,tt0101765,tt0111495
nm0001394	Derek Jacobi	1938	\N	actor,producer	tt0280707,tt0401855,tt0084649,tt0172495
nm0001395	Richard Jaeckel	1926	1997	actor	tt0088172,tt0083530,tt0050086,tt0061578
nm0001396	Mick Jagger	1943	\N	soundtrack,actor,producer	tt1386697,tt0434409,tt0375173,tt0066214
nm0001397	Brion James	1945	1999	actor,producer	tt0108238,tt0098439,tt0083658,tt0119116
nm0001398	Jenna Jameson	1974	\N	actress,producer,director	tt0119951,tt0960890,tt0368859,tt0317688
nm0001399	Marianne Jean-Baptiste	1967	\N	actress,director,producer	tt0266987,tt0117589,tt1234721,tt0321021
nm0001400	Michelle Johnson	1965	\N	actress	tt0104231,tt0104070,tt0096426,tt0086973
nm0001401	Angelina Jolie	1975	\N	actress,producer,director	tt1243957,tt0824747,tt0172493,tt1587310
nm0001402	Terry Jones	1942	\N	writer,actor,producer	tt0071853,tt0079470,tt0085959,tt0118172
nm0001403	Neil Jordan	1950	\N	writer,producer,director	tt0411195,tt0104036,tt0117039,tt1582457
nm0001404	Madeline Kahn	1942	1999	actress,soundtrack	tt0071230,tt0072431,tt0088930,tt0070510
nm0001405	Janusz Kaminski	1959	\N	cinematographer,camera_department,director	tt1568911,tt0120815,tt0108052,tt0181689
nm0001406	Carol Kane	1952	\N	actress,soundtrack	tt0106220,tt0395699,tt0093779,tt0075686
nm0001407	Mitzi Kapture	1962	\N	actress,director,producer	tt0101198,tt4560374,tt0760179,tt0119882
nm0001408	Shekhar Kapur	1945	\N	actor,director,producer	tt0127536,tt0085913,tt0414055,tt0109206
nm0001409	Tchéky Karyo	1953	\N	actor	tt0187393,tt0113189,tt0100263,tt0298814
nm0001410	Lawrence Kasdan	1949	\N	writer,producer,director	tt0082971,tt0111756,tt0090022,tt0085244
nm0001411	William Katt	1951	\N	actor,director,writer	tt0756683,tt0091223,tt0081871,tt0074285
nm0001412	Andy Kaufman	1949	1984	actor,soundtrack,writer	tt0077089,tt0125664,tt0080917,tt0082507
nm0001413	Julie Kavner	1950	\N	actress,soundtrack	tt0091167,tt0096697,tt0462538,tt0389860
nm0001414	Danny Kaye	1911	1987	soundtrack,actor,music_department	tt0047673,tt0038260,tt0056748,tt0049096
nm0001415	Elia Kazan	1909	2003	director,writer,producer	tt0048028,tt0056825,tt0044081,tt0047296
nm0001416	Catherine Keener	1959	\N	actress,producer,casting_department	tt0379725,tt0120601,tt5052448,tt0405422
nm0001417	Brian Keith	1921	1997	actor,director,soundtrack	tt0096487,tt0073906,tt0062185,tt0055277
nm0001418	David Keith	1954	\N	actor,music_department,director	tt0087262,tt0141926,tt0287978,tt0084434
nm0001419	Sally Kellerman	1937	\N	actress,soundtrack,miscellaneous	tt0066026,tt0110907,tt0079477,tt0090685
nm0001420	DeForest Kelley	1920	1999	actor,soundtrack	tt0098382,tt0084726,tt0102975,tt0060028
nm0001421	George Kennedy	1925	2016	actor,miscellaneous	tt0102510,tt0065377,tt0061512,tt0056923
nm0001422	Persis Khambatta	1948	1998	actress,producer	tt0088380,tt0082817,tt0079945,tt0084316
nm0001423	Richard Kiel	1939	2014	actor,writer,producer	tt0116483,tt0398286,tt0089767,tt0079574
nm0001424	Udo Kier	1944	\N	actor,soundtrack,director	tt0071508,tt1527186,tt0120611,tt1389072
nm0001425	Krzysztof Kieslowski	1941	1996	writer,director,actor	tt0111507,tt0101765,tt0108394,tt0111495
nm0001426	Ben Kingsley	1943	\N	actor,producer,soundtrack	tt0083987,tt0203119,tt0108052,tt1300854
nm0001427	Greg Kinnear	1963	\N	actor,producer,writer	tt0128853,tt0449059,tt0114319,tt0119822
nm0001428	Klaus Kinski	1926	1991	actor,writer,director	tt0059578,tt0083946,tt0079641,tt0068182
nm0001429	Takeshi Kitano	1947	\N	actor,writer,director	tt0199683,tt0363226,tt0108188,tt0119250
nm0001430	Jack Klugman	1922	2012	actor,writer,director	tt0055895,tt0065329,tt0050083,tt0074042
nm0001431	Wayne Knight	1955	\N	actor,soundtrack	tt0098904,tt0107290,tt0103772,tt0092890
nm0001432	Charlie Korsmo	1978	\N	actor	tt0127723,tt0102057,tt0099422,tt0103241
nm0001433	Yaphet Kotto	1939	\N	actor,writer,director	tt0078748,tt0070328,tt0095631,tt0106028
nm0001434	Kris Kristofferson	1936	\N	soundtrack,actor,composer	tt0366627,tt0187738,tt0120784,tt0120611
nm0001435	Lisa Kudrow	1963	\N	actress,writer,producer	tt0434672,tt0120032,tt0120777,tt0108778
nm0001436	Swoosie Kurtz	1944	\N	actress,soundtrack	tt0119528,tt0110950,tt0258470,tt0139134
nm0001437	Emir Kusturica	1954	\N	director,actor,writer	tt0118843,tt0322420,tt0106307,tt0114787
nm0001438	Neil LaBute	1963	\N	writer,producer,director	tt0450345,tt0119361,tt0171580,tt0119517
nm0001439	Anthony LaPaglia	1959	\N	actor,producer,writer	tt0112950,tt0108174,tt0321021,tt0259393
nm0001440	Cheryl Ladd	1951	\N	actress,soundtrack	tt0105156,tt2414212,tt0073972,tt0097883
nm0001441	Christine Lahti	1950	\N	actress,director,soundtrack	tt0093225,tt0410997,tt0108724,tt0096018
nm0001442	Ricki Lake	1968	\N	actress,producer,soundtrack	tt0111127,tt0427327,tt0095270,tt0099329
nm0001443	Hedy Lamarr	1914	2000	actress,soundtrack,producer	tt0034415,tt0033477,tt0041838,tt0038990
nm0001444	Lorenzo Lamas	1958	\N	actor,producer,director	tt0077631,tt0086985,tt0081858,tt0103524
nm0001445	Martin Landau	1928	2017	actor,producer,miscellaneous	tt0096316,tt0053125,tt0109707,tt0097123
nm0001446	Michael Landon	1936	1991	actor,producer,writer	tt0071007,tt0087631,tt0052451,tt0086730
nm0001447	Nathan Lane	1956	\N	actor,soundtrack,producer	tt0115685,tt0395251,tt0318403,tt0110357
nm0001448	Jessica Lange	1949	\N	actress,producer,soundtrack	tt0083967,tt0109306,tt0074751,tt0084805
nm0001449	Frank Langella	1938	\N	actor,soundtrack	tt0362478,tt0093507,tt1990314,tt0870111
nm0001450	Angela Lansbury	1925	\N	actress,producer,soundtrack	tt0101414,tt0118617,tt0056218,tt0066817
nm0001451	Queen Latifah	1970	\N	producer,actress,music_department	tt0305669,tt0316732,tt0427327,tt0299658
nm0001452	Charles Laughton	1899	1962	actor,soundtrack,writer	tt0051201,tt0024473,tt0026752,tt0054331
nm0001453	Piper Laurie	1932	\N	actress,soundtrack,director	tt0098936,tt0074285,tt0054997,tt0113211
nm0001454	Martin Lawrence	1965	\N	actor,writer,producer	tt0112442,tt0208003,tt0172156,tt0103488
nm0001455	Matt LeBlanc	1967	\N	actor,producer,soundtrack	tt0375355,tt1582350,tt0120738,tt0108778
nm0001456	Kelly LeBrock	1960	\N	actress	tt0090305,tt0088414,tt0099739,tt0120901
nm0001457	James Le Gros	1962	\N	actor,soundtrack,stunts	tt0097240,tt1492030,tt4468634,tt0454864
nm0001458	Cloris Leachman	1926	\N	actress,soundtrack	tt0067328,tt0481499,tt0371246,tt0072431
nm0001459	Denis Leary	1957	\N	writer,actor,producer	tt0268380,tt0381798,tt0106697,tt0155267
nm0001460	Mimi Leder	1952	\N	producer,director,miscellaneous	tt0223897,tt2699128,tt0119874,tt0120647
nm0001461	Virginie Ledoyen	1976	\N	actress,producer,soundtrack	tt0123923,tt0163978,tt0113057,tt0283832
